two_theta,intensity
26.74,0.0148936
26.76,0.0244681
26.78,0.0361702
26.8,0.0531915
26.82,0.087234
26.84,0.0845745
26.85,0.087766
26.87,0.0787234
26.89,0.0632979
26.91,0.0484043
26.93,0.0446809
26.95,0.025
26.97,0.0117021
26.99,0.0154255
27.01,0.0164894
27.03,0.0170213
27.05,0.0090426
27.07,0.0159575
27.09,0.0117021
27.11,0.006383
27.13,0.0101064
27.15,0.0143617
27.17,0.0148936
27.19,0.0143617
27.21,0.0148936
27.23,0.0159575
27.25,0.0074468
27.27,0.0074468
27.29,0.0106383
27.31,0.0085106
27.33,0.012234
27.35,0.0117021
27.37,0.0090426
27.39,0.0106383
27.41,0.0074468
27.43,0.0106383
27.45,0.0058511
27.47,0.0074468
27.48,0.0069149
27.5,0.0101064
27.52,0.0090426
27.54,0.0095745
27.56,0.0053191
27.58,0.0138298
27.6,0.0079787
27.62,0.0117021
27.64,0.0058511
27.66,0.0106383
27.68,0.0085106
27.7,0.012766
27.72,0.0058511
27.74,0.0106383
27.76,0.006383
27.78,0.012234
27.8,0.0106383
27.82,0.0079787
27.84,0.0117021
27.86,0.0090426
27.88,0.0095745
27.9,0.0106383
27.92,0.0095745
27.94,0.0148936
27.96,0.0074468
27.98,0.0106383
28,0.012234
28.02,0.0111702
28.04,0.0117021
28.06,0.0090426
28.08,0.0085106
28.1,0.0132979
28.12,0.0106383
28.13,0.012234
28.15,0.0154255
28.17,0.0117021
28.19,0.012234
28.21,0.018617
28.23,0.018617
28.25,0.0303192
28.27,0.0510638
28.29,0.0632979
28.31,0.0601064
28.33,0.05
28.35,0.0351064
28.37,0.0345745
28.39,0.0292553
28.41,0.0265957
28.43,0.0292553
28.45,0.0393617
28.47,0.056383
28.49,0.0803191
28.51,0.0941489
28.53,0.0611702
28.55,0.0409575
28.57,0.0643617
28.59,0.081383
28.61,0.0707447
28.63,0.0696809
28.65,0.075
28.67,0.0781915
28.69,0.0590426
28.71,0.0468085
28.73,0.037766
28.75,0.0308511
28.76,0.0202128
28.78,0.0148936
28.8,0.018617
28.82,0.0111702
28.84,0.012766
28.86,0.0101064
28.88,0.0101064
28.9,0.0132979
28.92,0.012766
28.94,0.012234
28.96,0.0111702
28.98,0.012766
29,0.0074468
29.02,0.006383
29.04,0.0090426
29.06,0.0069149
