two_theta,intensity
29.42,0.0377328
29.44,0.0373128
29.46,0.0527099
29.48,0.0777731
29.5,0.0931703
29.52,0.0769339
29.54,0.0681667
29.56,0.0642326
29.58,0.0554654
29.6,0.0361534
29.62,0.0234319
29.64,0.0212553
29.66,0.0217148
29.68,0.0318405
29.7,0.0336181
29.72,0.0283668
29.74,0.0270698
29.76,0.0253334
29.78,0.018764
29.81,0.0152702
29.83,0.0100189
29.85,0.0052069
29.87,0.0056674
29.89,-0.0004627
29.91,0.0048309
29.93,0.0022167
29.95,0.0013599
29.97,0.0013819
29.99,0.0027221
30.01,0.0027441
30.03,0.0115534
30.05,0.0032275
30.07,0.0129156
30.09,0.0094226
30.11,0.0155958
30.13,0.0134218
30.15,0.0314588
30.17,0.0231337
30.19,0.0178842
30.21,0.0174677
30.23,0.0161725
30.25,0.014438
30.27,0.0017192
30.3,-1.54e-05
30.32,0.0035225
30.34,0.0017888
30.36,0.0053275
30.38,0.0009575
30.4,0.00186
30.42,0.0049593
30.44,0.0058618
30.46,0.0067643
30.48,0.0138179
30.5,0.0217503
30.52,0.0178198
30.54,0.0323434
30.56,0.0336861
30.58,0.0271201
30.6,0.0346139
30.62,0.0144276
30.64,0.0315874
30.66,0.0175522
30.68,0.0096682
30.7,0.0206769
30.72,0.0075204
30.74,0.0062276
30.76,0.0119646
30.78,0.0106718
30.81,0.0124546
30.83,0.0124798
30.85,0.0094295
30.87,0.0125304
30.89,0.0037683
30.91,0.0077479
30.93,0.0007433
30.95,0.0073597
30.97,0.0051888
30.99,0.0003817
31.01,0.0034832
31.03,0.0083421
31.05,0.0079287
31.07,0.0057578
31.09,0.0031475
31.11,0.0066883
31.13,0.0058355
31.15,0.0120131
31.17,0.0155545
31.19,0.0261258
31.21,0.0358184
31.23,0.0437535
31.25,0.0323564
31.27,0.0411702
31.3,0.0332881
31.32,0.0232091
31.34,0.0258718
31.36,0.0118389
31.38,0.0105478
31.4,0.0035448
31.42,0.0031324
31.44,8.37e-05
31.46,-0.0016468
31.48,-0.0020593
31.5,-0.0002749
31.52,0.0037063
31.54,0.0068088
31.56,0.0011243
31.58,0.0055453
31.6,0.0029363
31.62,0.0113116
31.64,0.0073845
31.66,0.0065331
31.68,0.0122721
31.7,0.0127387
31.72,0.0110085
31.74,0.0132326
31.76,0.0088664
31.79,0.0045003
31.81,0.0058459
31.83,0.005434
31.85,0.0023859
31.87,0.0098826
31.89,0.0055165
31.91,0.0042259
31.93,0.0095258
31.95,0.0143863
31.97,0.0095809
31.99,0.0104872
32.01,0.0039243
32.03,0.0153755
32.05,0.0074945
32.07,0.006204
32.09,0.006671
32.11,0.0058198
32.13,-0.0003037
32.15,0.0014814
32.17,0.0032665
32.19,0.0063696
32.21,-0.0028295
32.23,0.0020312
32.25,-0.0032136
32.28,0.0042832
32.3,0.0091439
32.32,0.0012629
32.34,0.0034873
32.36,0
32.38,0.0017407
32.4,-0.0004728
32.42,0.0017072
32.44,0.0025692
32.46,0.0113399
32.48,0.0025358
32.5,0.0042765
32.52,0.0046991
32.54,0.0086367
32.56,0.0042263
32.58,0.0081643
32.6,0.0063907
32.62,0.0138437
32.64,0.0116306
32.66,0.011175
32.68,0.0076439
32.7,0.0089458
32.72,0.0159594
