two_theta,intensity
20.43,0.0105873
20.45,0.0222089
20.48,0.033208
20.5,0.05147
20.52,0.0614315
20.54,0.0813543
20.56,0.0931841
20.58,0.0821877
20.6,0.0751339
20.62,0.0630999
20.64,0.0460856
20.66,0.0371642
20.68,0.0230551
20.7,0.0228492
20.72,0.0087401
20.74,0.00646
20.76,0.0033499
20.78,0.0006547
20.8,0.0062601
20.82,0.0060551
20.84,0.0095854
20.86,0.0122856
20.88,0.0193435
20.9,0.0147808
20.92,0.0154059
20.94,0.0114667
20.97,0.0087726
20.99,0.0089836
21.01,0.0067046
21.03,-0.0007623
21.05,0.004429
21.07,0.003395
21.09,0.0036061
21.11,0.000912
21.13,0.0044432
21.15,0.0038254
21.17,0.0038301
21.19,0.0003071
21.21,0.0011418
21.23,0.0028066
21.25,0.0034338
21.27,0.0019859
21.29,0.0053108
21.31,-0.002985
21.33,0.0003399
21.35,0.0057411
21.37,0.0032569
21.39,0.0040929
21.41,0.0032688
21.43,0.0026522
21.46,0.0055633
21.48,-0.0004486
21.5,0.0037075
21.52,0.0049585
21.54,0.006002
21.56,0.0068393
21.58,0.0116194
21.6,0.0132868
21.62,0.0296875
21.64,0.0496159
21.66,0.0898805
21.68,0.1587817
21.7,0.2046491
21.72,0.2193897
21.74,0.2119265
21.76,0.2005221
21.78,0.1542556
21.8,0.1081966
21.82,0.0999048
21.84,0.1252299
21.86,0.1688161
21.88,0.1835582
21.9,0.1806617
21.92,0.1466384
21.95,0.110125
21.97,0.0638599
21.99,0.0406287
22.01,0.0211328
22.03,0.0113898
22.05,0.0099474
22.07,0.0072599
22.09,0.0099676
22.11,0.0139205
22.13,0.0216086
22.15,0.0292967
22.17,0.0378163
22.19,0.0575415
22.21,0.089925
22.23,0.1254212
22.25,0.1368459
22.27,0.1594764
22.29,0.1520175
22.31,0.1202798
22.33,0.0841844
22.35,0.0551443
22.37,0.0223706
22.39,0.0128381
22.41,0.0099461
22.43,0.0103742
22.46,0.013085
22.48,0.0151732
22.5,0.0212041
22.52,0.0463262
22.54,0.0619027
22.56,0.1146238
22.58,0.1829098
22.6,0.2140512
22.62,0.1870892
22.64,0.181916
22.66,0.1223747
22.68,0.0956202
22.7,0.0823541
22.72,0.0535245
22.74,0.0369381
22.76,0.0477433
22.78,0.0475518
22.8,0.0562834
22.82,0.1034046
22.84,0.1802
22.86,0.2260762
22.88,0.387329
22.9,0.4249047
22.92,0.3730427
22.95,0.3437996
22.97,0.2487751
22.99,0.151677
23.01,0.0987789
23.03,0.0531437
23.05,0.0249395
23.07,0.0152038
23.09,0.0121086
23.11,0.0108809
23.13,0.012766
23.15,0.0152735
23.17,0.0059529
23.19,0.0103294
23.21,0.0124233
23.23,0.0124421
23.25,0.0220064
23.27,0.0301181
23.29,0.0504731
23.31,0.0936543
23.33,0.1650572
23.35,0.2910357
23.37,0.5278256
23.39,0.7994787
23.41,0.9628106
23.44,0.9756964
23.46,0.8146873
23.48,0.5617502
23.5,0.3961758
23.52,0.2308088
23.54,0.1260353
23.56,0.0638018
23.58,0.0372603
23.6,0.0252459
23.62,0.0213244
23.64,0.018648
23.66,0.013689
23.68,0.0143328
23.7,0.0124865
23.72,0.0152054
23.74,0.0143966
23.76,0.0146254
23.78,0.0185894
23.8,0.0204794
23.82,0.0244445
23.84,0.0286172
23.86,0.03528
23.88,0.038
23.9,0.029722
23.93,0.0282918
23.95,0.0256165
23.97,0.0177535
23.99,0.011343
24.01,0.0049336
24.03,0.0057872
24.05,0.0101684
24.07,0.0079093
24.09,0.0075178
24.11,0.0035985
24.13,0.0034145
24.15,0.0011554
24.17,0.0005563
24.19,0.0043151
24.21,0.002472
24.23,0.003119
24.25,0.0048036
24.27,0.0035831
24.29,0.0060978
24.31,0.0050847
24.33,0.0030341
24.35,0.0040962
24.37,0.0034982
24.39,0.0002025
24.42,0.0023031
24.44,0.0054413
24.46,0.0255955
24.48,0.0252059
24.5,0.0152708
24.52,0.0190315
24.54,0.0159444
24.56,0.010367
24.58,0.0070723
24.6,0.0031551
24.62,0.0023515
24.64,-0.0017724
24.66,-8.59e-05
24.68,0.0045058
24.7,-0.0010706
24.72,-6.6e-06
24.74,-0.0024704
24.76,-0.0038965
24.78,0.0036003
24.8,0.0007215
24.82,0.0061441
24.84,-0.0006765
24.86,0.0020485
24.88,0.0008307
24.91,0.0081209
24.93,0.0077332
24.95,0.0067229
24.97,0.0138056
24.99,0.0127953
25.01,0.0165578
25.03,0.0192836
25.05,0.0184816
25.07,0.0133219
25.09,0.0100299
25.11,0.009643
25.13,0.0148589
25.15,0.0227724
25.17,0.0445893
25.19,0.0765743
25.21,0.122255
25.23,0.142205
25.25,0.1181626
25.27,0.1127962
25.29,0.1036945
25.31,0.0750868
25.33,0.0618349
25.35,0.065184
25.37,0.0807763
25.4,0.1162897
25.42,0.1424652
25.44,0.1800545
25.46,0.143562
25.48,0.1269907
25.5,0.0909133
25.52,0.0633438
25.54,0.0324542
25.56,0.0192031
25.58,0.0132149
25.6,0.0080568
25.62,0.0043512
25.64,0.0039665
25.66,0.0066945
25.68,0.0050648
25.7,0.0017749
25.72,0.0065781
25.74,0.0024582
25.76,-0.0008317
25.78,0.0023114
25.8,0.0021342
25.82,0.000712
25.84,0.0026106
25.86,-0.0035838
25.89,-0.0035527
25.91,6e-06
25.93,0.0031497
25.95,-0.0028372
25.97,-0.0005235
25.99,-0.0015301
26.01,-0.000254
26.03,0.0041348
26.05,0.0006387
26.07,-0.0009898
26.09,-0.0003356
26.11,0.0011486
26.13,0.0001426
26.15,0.0028719
26.17,-0.0002092
26.19,0.0035577
26.21,0.0108522
26.23,0.0173167
26.25,0.0179714
26.27,0.0227764
26.29,0.021771
26.31,0.0284436
26.33,0.0135349
26.35,0.0108694
26.38,0.0079964
26.4,0.0051234
26.42,0.0005903
26.44,0.0064329
26.46,-0.0012124
26.48,0.0015179
26.5,-0.001147
26.52,0.0015833
26.54,0.0018235
26.56,-0.001464
26.58,0.0016813
26.6,0.0079394
26.62,0.0112922
26.64,0.0142301
26.66,0.0204886
26.68,0.0261245
26.7,0.0344581
26.72,0.0253607
26.74,0.0285065
26.76,0.0285396
26.78,0.0283652
26.8,0.0308885
26.82,0.0244887
26.84,0.0328223
26.87,0.0417788
26.89,0.0772968
26.91,0.1325285
26.93,0.1545583
26.95,0.1612321
26.97,0.1446647
26.99,0.1258146
27.01,0.0974189
27.03,0.0808515
27.05,0.0607563
27.07,0.0190802
27.09,0.0147562
27.11,0.0127149
27.13,0.0067308
27.15,0.0094623
27.17,0.0032707
27.19,0.0047571
27.21,0.0012632
27.23,0.0019195
27.25,0.004651
27.27,0.0038549
27.29,0.005549
27.31,0.0014328
27.33,0.0016744
27.36,0.0023309
27.38,-0.0003327
27.4,0.0023989
27.42,0.0020179
27.44,0.002052
27.46,0.0087264
27.48,0.008553
27.5,0.0083797
27.52,0.010074
27.54,0.0150884
27.56,0.0138775
27.58,0.0134967
27.6,0.0120783
27.62,0.0063021
27.64,0.0042611
27.66,0.0067855
27.68,0.0008019
27.7,0.0022887
27.72,0.0021154
27.74,0.0062999
27.76,0.003844
27.78,0.0123863
27.8,0.0163632
27.82,0.0112097
27.85,0.012489
27.87,0.0100331
27.89,0.0061246
27.91,0.0047063
27.93,0.0051556
27.95,0.0035297
27.97,0.0027339
27.99,0.0017306
28.01,0.003425
28.03,0.0024216
28.05,-0.0006568
28.07,0
28.09,0.0014671
28.11,-0.0014236
28.13,0.0023262
28.15,-0.001187
28.17,0.0054679
28.19,0.0075575
28.21,0.0059119
28.23,0.0144345
28.25,0.0146565
28.27,0.0113508
28.29,0.0155156
28.31,0.0117949
28.34,0.0120169
28.36,0.0155591
28.38,0.0103858
28.4,0.0153806
28.42,0.0201679
28.44,0.0178998
28.46,0.0253848
28.48,0.0328697
28.5,0.0393171
28.52,0.028541
28.54,0.036026
28.56,0.0256649
28.58,0.0217367
28.6,0.0192611
28.62,0.0176155
28.64,0.0132722
28.66,0.0134943
28.68,0.016414
28.7,0.0214088
28.72,0.0457022
28.74,0.0575449
28.76,0.0783106
28.78,0.0694021
28.8,0.0698317
28.83,0.0546978
28.85,0.0424691
28.87,0.0294104
28.89,0.0122015
28.91,0.0055756
28.93,0.0047601
28.95,0.0035295
28.97,0.0006389
28.99,0.0010684
29.01,0.0027431
29.03,0.0025501
29.05,-0.0009631
29.07,0.0007115
29.09,0.0038387
29.11,-8.95e-05
29.13,0.0040753
29.15,0.0049199
29.17,0.0024442
29.19,0.0020437
29.21,0.0043409
29.23,-2.3e-06
29.25,0.0010498
29.27,0.0016868
29.29,0.0089643
29.32,0.0106389
29.34,0.0226891
29.36,0.0208361
29.38,0.019813
29.4,0.01796
29.42,0.0152768
29.44,0.0204792
29.46,0.017381
29.48,0.0134528
29.5,0.0109772
29.52,0.0085016
29.54,0.007271
29.56,0.0050029
29.58,0.0041874
29.6,0.0062771
29.62,0.0021414
29.64,8.08e-05
29.66,0.0003028
29.68,0.0015624
29.7,0.0013694
29.72,0.0005539
29.74,-0.0008841
29.76,0.0045257
29.78,0.0086905
29.81,0.0101576
29.83,0.0107947
29.85,0.0106017
29.87,0.0054284
29.89,0.0104233
29.91,0.0089852
29.93,0.0119049
29.95,0.0106744
29.97,0.003841
29.99,0.0030255
30.01,0.0063602
30.03,0.0038846
30.05,0.0041066
30.07,0.0057813
30.09,0.0049658
30.11,0
30.13,0.0004291
30.15,0.0027258
30.17,0.0017023
30.19,0.0010938
30.21,-0.0009672
30.23,-0.0003306
30.25,0.0017586
30.27,-0.0007175
30.3,0.0019943
30.32,0.0020083
30.34,0.0005698
30.36,0.0024516
30.38,0.0070309
30.4,0.0060075
30.42,0.0172272
30.44,0.0226366
30.46,0.0307437
30.48,0.0293052
30.5,0.0309794
30.52,0.0245607
30.54,0.0214621
30.56,0.0189861
30.58,0.0127749
30.6,0.0073938
30.62,0.0065779
30.64,0.0032718
30.66,0.0059837
30.68,0.0045452
30.7,0.006842
30.72,0.003536
30.74,0.00106
30.76,0.0033569
30.78,-0.0018167
30.81,0.0021402
30.83,0.002777
30.85,0.0050738
30.87,0.0013528
30.89,0.0055172
30.91,0.0024188
30.93,0.0061682
30.95,0.0024472
30.97,0.002669
30.99,0.0047584
31.01,0.0060178
